created_by_id,latitude,longitude,police_station,created_datetime
FKUSR01685,12.9602599,77.5537498,Magadi Road,2024-04-04 12:37:46+00:00
FKUSR00780,12.9066077,77.5734713,J.P. Nagar,2024-04-04 08:41:46+00:00
FKUSR00401,12.9817131,77.610371,Shivajinagar,2024-04-04 08:32:46+00:00
FKUSR00674,12.8991371,77.6513326,HSR Layout,2024-04-04 08:27:46+00:00
FKUSR00494,12.9828498,77.6133085,Pulikeshinagar(F.Town),2024-04-04 08:12:46+00:00
FKUSR01912,13.07274,77.6032533,Hebbala,2024-04-04 08:03:46+00:00
FKUSR00445,12.9149472,77.5858373,J.P. Nagar,2024-04-04 07:58:46+00:00
FKUSR01010,12.9640944,77.5770953,City Market,2024-04-04 07:57:46+00:00
FKUSR00637,12.953595,77.592906,Wilson Garden,2024-04-04 07:48:46+00:00
FKUSR00359,12.9700581,77.5755875,City Market,2024-04-04 07:38:46+00:00
FKUSR01767,13.0394151,77.5894289,Kodigehalli,2024-04-04 07:37:46+00:00
FKUSR00851,12.9151519,77.5688549,K.S. Layout,2024-04-04 07:23:46+00:00
FKUSR01003,12.9200966,77.6210216,Madiwala,2024-04-04 07:09:46+00:00
FKUSR00645,13.010589,77.5546174,Malleshwaram,2024-04-04 07:05:46+00:00
FKUSR00274,12.980062,77.5748161,Upparpet,2024-04-04 07:02:46+00:00
FKUSR01913,12.9235125,77.5807127,Jayanagara,2024-04-04 07:01:46+00:00
FKUSR01134,12.9595041,77.5830662,Halasuru Gate,2024-04-04 06:39:46+00:00
FKUSR00931,12.9757343,77.5611255,Magadi Road,2024-04-04 06:38:46+00:00
FKUSR01907,12.998149,77.5490708,Rajajinagar,2024-04-04 06:35:46+00:00
FKUSR00487,12.9594048,77.5760696,City Market,2024-04-04 06:27:46+00:00
FKUSR01937,12.9604698,77.5704058,V.V.Puram (C.Pet),2024-04-04 06:19:46+00:00
FKUSR00915,12.9609448,77.6384215,Halasur,2024-04-04 06:16:46+00:00
FKUSR01575,12.9284664,77.5930108,Jayanagara,2024-04-04 06:16:46+00:00
FKUSR00245,12.9631324,77.5763857,V.V.Puram (C.Pet),2024-04-04 06:15:46+00:00
FKUSR01936,12.9461381,77.57156,Basavanagudi,2024-04-04 06:14:46+00:00
FKUSR00070,12.9068603,77.6964171,Bellandur,2024-04-04 06:12:46+00:00
FKUSR01715,13.0816884,77.5483246,Yelahanka,2024-04-04 06:11:46+00:00
FKUSR01326,13.0119312,77.5944843,R.T. Nagar,2024-04-04 06:08:46+00:00
FKUSR01908,12.9449095,77.571073,Basavanagudi,2024-04-04 06:07:46+00:00
FKUSR01910,13.0085066,77.5715979,Malleshwaram,2024-04-04 06:06:46+00:00
FKUSR00014,13.0078325,77.6957309,K.R. Pura,2024-04-04 06:00:46+00:00
FKUSR00498,12.9054741,77.5849715,J.P. Nagar,2024-04-04 05:43:46+00:00
FKUSR01472,12.9580316,77.5543654,Chamarajpet,2024-04-04 05:41:46+00:00
FKUSR00790,12.9837402,77.577484,High ground,2024-04-04 05:41:46+00:00
FKUSR01928,13.0282479,77.6632318,Banaswadi,2024-04-04 05:31:46+00:00
FKUSR00838,12.96092,77.5776625,City Market,2024-04-04 05:29:46+00:00
FKUSR01144,13.0327614,77.5339793,Yeshwanthpura,2024-04-04 05:24:46+00:00
FKUSR00957,12.9349449,77.6134455,Adugodi,2024-04-04 05:23:46+00:00
FKUSR00549,12.9634107,77.5788669,City Market,2024-04-04 05:23:46+00:00
FKUSR00995,12.9226774,77.6514287,HSR Layout,2024-04-04 05:19:46+00:00
FKUSR00898,13.0120715,77.5526224,Malleshwaram,2024-04-04 05:15:46+00:00
FKUSR00672,12.9330447,77.6913049,HAL Old Airport,2024-04-04 05:11:46+00:00
FKUSR01924,12.9678358,77.5884578,Halasuru Gate,2024-04-04 05:06:46+00:00
FKUSR00315,12.9839869,77.6035157,Shivajinagar,2024-04-04 04:58:46+00:00
FKUSR00896,12.9692061,77.5370926,Vijayanagara,2024-04-04 04:52:46+00:00
FKUSR00987,12.98890907036533,77.53771158772652,Vijayanagara,2024-04-04 04:40:46+00:00
FKUSR01263,12.92462,77.6181217,Madiwala,2024-04-04 04:36:46+00:00
FKUSR01058,12.9744977,77.547809,Vijayanagara,2024-04-04 04:33:46+00:00
FKUSR00214,12.96403,77.5834606,Halasuru Gate,2024-04-04 04:25:46+00:00
FKUSR00224,12.9809981,77.610009,Shivajinagar,2024-04-04 04:24:46+00:00
FKUSR00655,12.9744517,77.6979667,Mahadevapura,2024-04-04 04:09:46+00:00
FKUSR01917,13.0049718,77.5809224,Sadashivanagar,2024-04-04 03:49:46+00:00
FKUSR00859,12.9173336,77.579803,Jayanagara,2024-04-04 03:42:46+00:00
FKUSR00899,12.9912842,77.5749016,Sheshadripuram,2024-04-04 03:41:46+00:00
FKUSR00657,12.9557827,77.5460701,Byatarayanapura,2024-04-04 03:41:46+00:00
FKUSR00460,12.9602444,77.5619259,Chamarajpet,2024-04-04 03:22:46+00:00
FKUSR01293,12.930357568323757,77.68545992526577,HAL Old Airport,2024-04-04 03:05:46+00:00
FKUSR01568,12.9633088,77.5774142,City Market,2024-04-04 03:04:46+00:00
FKUSR00502,12.9632489,77.5808592,City Market,2024-04-04 03:00:46+00:00
FKUSR00413,12.9739993,77.5957928,Cubbon Park,2024-04-04 02:57:46+00:00
FKUSR01408,13.0405735,77.5186467,Chikkabanavara,2024-04-04 02:55:46+00:00
FKUSR00399,12.9574941,77.5811394,City Market,2024-04-04 02:42:46+00:00
FKUSR00435,12.9992053,77.5839588,Sadashivanagar,2024-04-04 02:32:46+00:00
FKUSR01393,12.9361886,77.6160337,Adugodi,2024-04-04 02:30:46+00:00
FKUSR01904,12.9336417,77.6183733,Adugodi,2024-04-04 02:14:46+00:00
FKUSR00707,12.9283215,77.5862225,Jayanagara,2024-04-04 02:05:46+00:00
FKUSR00654,12.8951202,77.5992092,J.P. Nagar,2024-04-04 01:48:46+00:00
FKUSR00321,12.9733368,77.5500899,Magadi Road,2024-04-04 01:44:46+00:00
FKUSR00554,12.93925,77.6956451,HAL Old Airport,2024-04-04 01:43:46+00:00
FKUSR00755,12.976066,77.5774227,Upparpet,2024-04-04 01:40:46+00:00
FKUSR00091,12.9992503,77.6201076,Pulikeshinagar(F.Town),2024-04-04 01:35:46+00:00
FKUSR01862,13.0579778,77.5462485,Jalahalli,2024-04-04 01:15:46+00:00
FKUSR01635,13.1907443,77.6457427,Chikkajala,2024-04-04 01:08:46+00:00
FKUSR02095,12.9650516,77.5971528,Ashok Nagar,2024-04-04 01:01:46+00:00
FKUSR00638,13.0004255,77.6777087,Mahadevapura,2024-04-04 00:41:46+00:00
FKUSR00556,12.971415,77.6181377,Halasur,2024-04-04 00:35:46+00:00
FKUSR01816,13.0352658,77.5676244,Kodigehalli,2024-04-04 00:35:46+00:00
FKUSR01280,12.9260373,77.676781,Bellandur,2024-04-04 00:33:46+00:00
FKUSR00513,12.9354362,77.6913015,HAL Old Airport,2024-04-04 00:26:46+00:00
FKUSR00824,13.0453704,77.5064501,Peenya,2024-04-04 00:23:46+00:00
FKUSR01228,12.9595503,77.7016425,HAL Old Airport,2024-04-04 00:12:46+00:00
FKUSR00168,12.9524829,77.7002547,HAL Old Airport,2024-04-04 00:02:46+00:00
FKUSR01866,12.878585,77.555305,Thalagattapura,2024-04-04 00:00:46+00:00
FKUSR00810,12.9953211,77.6666018,Mahadevapura,2024-04-03 23:56:46+00:00
FKUSR01840,12.8663604,77.5342159,Thalagattapura,2024-04-03 23:54:46+00:00
FKUSR01651,12.9641263,77.5839733,Halasuru Gate,2024-04-03 23:48:46+00:00
FKUSR00139,12.9975131,77.548573,Vijayanagara,2024-04-03 23:48:46+00:00
FKUSR00656,12.9352025,77.5179597,Byatarayanapura,2024-04-03 23:41:46+00:00
FKUSR01168,12.9269566,77.6790438,Bellandur,2024-04-03 23:34:46+00:00
FKUSR01132,12.8911892,77.5940684,J.P. Nagar,2024-04-03 23:32:46+00:00
FKUSR00145,12.9641558,77.5697668,Chamarajpet,2024-04-03 23:21:46+00:00
FKUSR01187,12.956868,77.7029187,HAL Old Airport,2024-04-03 23:09:46+00:00
FKUSR01156,12.967949,77.5871969,Halasuru Gate,2024-04-03 23:00:46+00:00
FKUSR01903,12.9571015,77.7015998,HAL Old Airport,2024-04-03 22:52:46+00:00
FKUSR01896,12.9887216,77.4726351,Kamakshipalya,2024-04-03 22:44:46+00:00
FKUSR01591,13.0022868,77.6128872,Pulikeshinagar(F.Town),2024-04-03 22:30:46+00:00
FKUSR01546,12.9234896,77.5780102,Jayanagara,2024-04-03 22:29:46+00:00
FKUSR00979,12.9551647,77.5928186,Wilson Garden,2024-04-03 22:27:46+00:00
FKUSR01151,12.9696346,77.6199083,Halasur,2024-04-03 22:21:46+00:00
FKUSR00284,12.9377783,77.6103833,Adugodi,2024-04-03 22:10:46+00:00
FKUSR00710,12.9944599,77.6157503,Pulikeshinagar(F.Town),2024-04-03 22:06:46+00:00
FKUSR00410,13.0290831,77.5391782,Yeshwanthpura,2024-04-03 21:57:46+00:00
FKUSR01080,12.922146343683726,77.62046478688717,Madiwala,2024-04-03 21:42:46+00:00
FKUSR01878,13.036043,77.5893137,Hebbala,2024-04-03 21:38:46+00:00
FKUSR01868,13.0262785,77.6309428,K.G. Halli,2024-04-03 21:30:46+00:00
FKUSR00319,12.9791156,77.5750146,Upparpet,2024-04-03 21:25:46+00:00
FKUSR01294,12.868863,77.5363111,Thalagattapura,2024-04-03 21:03:46+00:00
FKUSR01599,12.9564836,77.6963467,HAL Old Airport,2024-04-03 20:57:46+00:00
FKUSR00153,12.9668817,77.5785217,Halasuru Gate,2024-04-03 20:51:46+00:00
FKUSR00671,12.9723941,77.5377092,Vijayanagara,2024-04-03 20:45:46+00:00
FKUSR00257,12.9169356,77.6731952,Bellandur,2024-04-03 20:27:46+00:00
FKUSR00908,13.0547845,77.5358576,Jalahalli,2024-04-03 20:25:46+00:00
FKUSR01890,13.0196873,77.5528897,Yeshwanthpura,2024-04-03 20:21:46+00:00
FKUSR00526,12.8783709,77.4453111,Kengeri,2024-04-03 20:13:46+00:00
FKUSR01231,12.9773038,77.5745335,Upparpet,2024-04-03 20:09:46+00:00
FKUSR01561,12.9640976,77.5768636,City Market,2024-04-03 20:09:46+00:00
FKUSR00944,12.9520893,77.7000725,HAL Old Airport,2024-04-03 20:05:46+00:00
FKUSR01123,12.921405,77.5602183,Banashankari,2024-04-03 19:39:46+00:00
FKUSR00660,13.0465632,77.7500395,K.R. Pura,2024-04-03 19:04:46+00:00
FKUSR01478,12.9112164,77.5730024,Jayanagara,2024-04-03 18:58:46+00:00
FKUSR01726,13.008097,77.695796,K.R. Pura,2024-04-03 18:31:46+00:00
FKUSR01693,12.8966922,77.7199382,Whitefield,2024-04-03 09:15:46+00:00
FKUSR01998,12.8696114,77.6531576,Electronic City,2024-04-03 07:59:46+00:00
FKUSR01676,13.0475469,77.5763302,Kodigehalli,2024-04-03 07:27:46+00:00
FKUSR01077,13.0457042,77.7500872,K.R. Pura,2024-04-03 06:58:46+00:00
FKUSR00971,12.9575871,77.5186687,Byatarayanapura,2024-04-03 06:52:46+00:00
FKUSR01244,13.1908954,77.6457872,Chikkajala,2024-04-03 06:30:46+00:00
FKUSR01028,12.9809766,77.6105045,Shivajinagar,2024-04-03 06:21:46+00:00
FKUSR01860,13.0719484,77.6058109,Hebbala,2024-04-03 06:13:46+00:00
FKUSR01538,12.9449117,77.59482,Wilson Garden,2024-04-03 06:11:46+00:00
FKUSR00907,12.9033597,77.625822,Madiwala,2024-04-03 06:08:46+00:00
FKUSR00665,12.9791328,77.5778696,Upparpet,2024-04-03 06:06:46+00:00
FKUSR00055,12.9974069,77.5480683,Vijayanagara,2024-04-03 06:06:46+00:00
FKUSR01861,12.9604148,77.5608101,Chamarajpet,2024-04-03 06:02:46+00:00
FKUSR01863,12.8989346,77.6754924,Bellandur,2024-04-03 05:58:46+00:00
FKUSR00573,12.9489771,77.5363188,Byatarayanapura,2024-04-03 05:57:46+00:00
FKUSR00518,12.9828922,77.6129456,Pulikeshinagar(F.Town),2024-04-03 05:55:46+00:00
FKUSR01122,12.9645121,77.577795,City Market,2024-04-03 05:50:46+00:00
FKUSR01582,12.9795509,77.5537446,Magadi Road,2024-04-03 05:50:46+00:00
FKUSR01177,12.9796122,77.6072619,Shivajinagar,2024-04-03 05:49:46+00:00
FKUSR00239,12.9762338,77.5748934,Upparpet,2024-04-03 05:44:46+00:00
FKUSR00430,12.9199634,77.6103103,Mico Layout,2024-04-03 05:43:46+00:00
FKUSR01864,13.014673,77.6276223,K.G. Halli,2024-04-03 05:42:46+00:00
FKUSR01552,12.9751567,77.5485334,Magadi Road,2024-04-03 05:40:46+00:00
FKUSR00725,12.9401327,77.6198781,Adugodi,2024-04-03 05:36:46+00:00
FKUSR00244,12.9999882,77.5713222,Malleshwaram,2024-04-03 05:35:46+00:00
FKUSR00465,12.9363428,77.6172151,Adugodi,2024-04-03 05:30:46+00:00
FKUSR01734,12.9206757,77.6206533,Madiwala,2024-04-03 05:14:46+00:00
FKUSR01895,12.980961,77.6104858,Shivajinagar,2024-04-03 05:14:46+00:00
FKUSR00080,13.0150666,77.5308981,Rajajinagar,2024-04-03 05:13:46+00:00
FKUSR00981,12.9411771,77.6089543,Adugodi,2024-04-03 04:55:46+00:00
FKUSR01337,12.9249256,77.6334404,Adugodi,2024-04-03 04:52:46+00:00
FKUSR00918,12.9835724,77.5769155,High ground,2024-04-03 04:50:46+00:00
FKUSR00453,12.9255841,77.6184753,Madiwala,2024-04-03 04:40:46+00:00
FKUSR00743,12.9579389,77.5822693,City Market,2024-04-03 04:39:46+00:00
FKUSR00579,12.9735717,77.5792417,Upparpet,2024-04-03 04:33:46+00:00
FKUSR00126,12.977256,77.574524,Upparpet,2024-04-03 04:30:46+00:00
FKUSR00821,12.9679251,77.5885283,Halasuru Gate,2024-04-03 04:26:46+00:00
FKUSR01948,13.0454374,77.5051395,Peenya,2024-04-03 04:18:46+00:00
FKUSR01889,12.923992643343192,77.55269495685457,Banashankari,2024-04-03 04:14:46+00:00
FKUSR00634,13.0286925,77.5405817,Yeshwanthpura,2024-04-03 03:54:46+00:00
FKUSR00030,12.9325114,77.5408155,Banashankari,2024-04-03 03:44:46+00:00
FKUSR00693,12.9668071,77.578066,City Market,2024-04-03 03:38:46+00:00
FKUSR00766,12.984485,77.5600337,Rajajinagar,2024-04-03 03:33:46+00:00
FKUSR00607,12.9675346,77.6006681,Ashok Nagar,2024-04-03 03:29:46+00:00
FKUSR00478,12.9716053,77.6062443,Cubbon Park,2024-04-03 03:03:46+00:00
FKUSR00613,12.9285401,77.5925144,Jayanagara,2024-04-03 03:02:46+00:00
FKUSR01311,12.9603947,77.5055046,Jnanabharathi,2024-04-03 02:59:46+00:00
FKUSR01344,12.9824418,77.5628339,Magadi Road,2024-04-03 02:55:46+00:00
FKUSR01774,13.0354617,77.5674242,Sadashivanagar,2024-04-03 02:48:46+00:00
FKUSR01872,12.9608365,77.5620732,Chamarajpet,2024-04-03 02:48:46+00:00
FKUSR01743,12.9573369,77.5524147,Chamarajpet,2024-04-03 02:35:46+00:00
FKUSR01869,12.999445,77.5839283,Sadashivanagar,2024-04-03 02:29:46+00:00
FKUSR01812,13.0079927,77.6129145,K.G. Halli,2024-04-03 02:25:46+00:00
FKUSR01865,12.9993285,77.5838646,Sadashivanagar,2024-04-03 02:24:46+00:00
FKUSR00699,13.0276169,77.5860195,R.T. Nagar,2024-04-03 02:17:46+00:00
FKUSR01045,12.8958974,77.5858008,J.P. Nagar,2024-04-03 01:52:46+00:00
FKUSR00924,12.9768952,77.5888798,Cubbon Park,2024-04-03 01:49:46+00:00
FKUSR00193,12.9772584,77.576465,Upparpet,2024-04-03 01:29:46+00:00
FKUSR00626,12.9306907,77.6857246,HAL Old Airport,2024-04-03 01:24:46+00:00
FKUSR01006,12.9590033,77.5770267,City Market,2024-04-03 01:19:46+00:00
FKUSR01823,12.9272897,77.5510236,Banashankari,2024-04-03 00:53:46+00:00
FKUSR00583,12.9451635,77.5712075,Basavanagudi,2024-04-03 00:44:46+00:00
FKUSR00749,12.9726635,77.6108025,Ashok Nagar,2024-04-03 00:20:46+00:00
FKUSR00400,12.9366155,77.5192104,Byatarayanapura,2024-04-03 00:15:46+00:00
FKUSR01759,12.9844215,77.7079761,Mahadevapura,2024-04-03 00:13:46+00:00
FKUSR01855,12.9364267,77.6172933,Adugodi,2024-04-03 00:06:46+00:00
FKUSR01554,12.9628829,77.5897838,Halasuru Gate,2024-04-02 23:58:46+00:00
FKUSR00620,13.0078933,77.5268117,Rajajinagar,2024-04-02 23:51:46+00:00
FKUSR01838,12.9175483,77.5968033,Jayanagara,2024-04-02 23:45:46+00:00
FKUSR01786,13.0069829,77.578728,Sadashivanagar,2024-04-02 23:44:46+00:00
FKUSR01219,12.9825009,77.5680973,Sheshadripuram,2024-04-02 23:39:46+00:00
FKUSR01856,12.9733262,77.5378811,Vijayanagara,2024-04-02 23:25:46+00:00
FKUSR00298,12.963329,77.5809787,City Market,2024-04-02 23:17:46+00:00
FKUSR00223,13.0126466,77.5887143,R.T. Nagar,2024-04-02 23:15:46+00:00
FKUSR01825,12.925933,77.6762915,Bellandur,2024-04-02 23:10:46+00:00
FKUSR01399,13.0355396,77.7354929,K.R. Pura,2024-04-02 22:28:46+00:00
FKUSR00063,12.989632,77.6017235,Shivajinagar,2024-04-02 22:22:46+00:00
FKUSR01830,12.9344215,77.6126768,Adugodi,2024-04-02 21:45:46+00:00
FKUSR00787,12.9724446,77.6070725,Ashok Nagar,2024-04-02 21:37:46+00:00
FKUSR00853,12.9714327,77.5959447,Cubbon Park,2024-04-02 21:29:46+00:00
FKUSR00994,12.9681043,77.5885305,Halasuru Gate,2024-04-02 21:14:46+00:00
FKUSR01844,12.9612818,77.5109394,Jnanabharathi,2024-04-02 21:12:46+00:00
FKUSR00997,12.9700118,77.7317976,Whitefield,2024-04-02 20:47:46+00:00
FKUSR00586,12.970459513819083,77.64733601695178,Jeevanbheemanagar,2024-04-02 20:39:46+00:00
FKUSR00874,12.9286698,77.5864944,Jayanagara,2024-04-02 20:37:46+00:00
FKUSR00786,12.9641124,77.5502155,Magadi Road,2024-04-02 20:31:46+00:00
FKUSR00846,13.0456863,77.5566303,Jalahalli,2024-04-02 20:30:46+00:00
FKUSR00211,13.00515491,77.68520727753639,K.R. Pura,2024-04-02 20:21:46+00:00
FKUSR01422,13.0468677,77.5917527,Kodigehalli,2024-04-02 20:11:46+00:00
FKUSR00300,13.0441137,77.5086186,Peenya,2024-04-02 19:56:46+00:00
FKUSR01875,13.0301933,77.5381835,Yeshwanthpura,2024-04-02 19:30:46+00:00
FKUSR00562,13.0301606,77.5380338,Yeshwanthpura,2024-04-02 19:28:46+00:00
FKUSR00839,12.9931878,77.6619252,Banaswadi,2024-04-02 19:12:46+00:00
FKUSR01316,13.0079535,77.6967394,K.R. Pura,2024-04-02 19:01:46+00:00
FKUSR00625,12.9764281,77.5745985,Upparpet,2024-04-02 08:58:46+00:00
FKUSR00923,12.9371,77.6271935,Adugodi,2024-04-02 08:43:46+00:00
FKUSR00343,13.183784,77.679613,Chikkajala,2024-04-02 08:38:46+00:00
FKUSR00914,12.9635554,77.733005,Whitefield,2024-04-02 08:07:46+00:00
FKUSR00482,13.0453733,77.7498286,K.R. Pura,2024-04-02 08:07:46+00:00
FKUSR00421,13.0077058,77.5481335,Rajajinagar,2024-04-02 08:02:46+00:00
FKUSR01371,13.0584125,77.559128,Jalahalli,2024-04-02 07:57:46+00:00
FKUSR01919,12.9054736,77.5856097,J.P. Nagar,2024-04-02 07:53:46+00:00
FKUSR00870,12.9141685,77.6382308,HSR Layout,2024-04-02 07:51:46+00:00
FKUSR00777,12.9829258,77.6112141,Shivajinagar,2024-04-02 07:46:46+00:00
FKUSR00540,12.9747031,77.6255538,Halasur,2024-04-02 07:45:46+00:00
FKUSR01200,12.9633049,77.5774258,City Market,2024-04-02 07:43:46+00:00
FKUSR01290,12.9278393,77.6948507,Bellandur,2024-04-02 07:40:46+00:00
FKUSR00057,12.96981,77.5756539,City Market,2024-04-02 07:24:46+00:00
FKUSR00588,12.9297992,77.6850066,HAL Old Airport,2024-04-02 07:23:46+00:00
FKUSR00976,12.989284,77.5991035,High ground,2024-04-02 07:22:46+00:00
FKUSR00673,12.9364611,77.7038244,HAL Old Airport,2024-04-02 07:19:46+00:00
FKUSR01143,12.9773,77.5756417,Upparpet,2024-04-02 07:10:46+00:00
FKUSR01843,12.9255075,77.5500395,Banashankari,2024-04-02 07:05:46+00:00
FKUSR01392,12.9352638,77.6157406,Adugodi,2024-04-02 06:56:46+00:00
FKUSR01321,12.9286478,77.633243,Adugodi,2024-04-02 06:51:46+00:00
FKUSR00709,12.937331,77.5853851,Wilson Garden,2024-04-02 06:48:46+00:00
FKUSR00205,12.983138292826162,77.53085716637824,Kamakshipalya,2024-04-02 06:45:46+00:00
FKUSR00682,12.9594022,77.6557158,Jeevanbheemanagar,2024-04-02 06:41:46+00:00
FKUSR01835,12.9779734,77.5707859,Chamarajpet,2024-04-02 06:33:46+00:00
FKUSR01375,12.9838053,77.577919,High ground,2024-04-02 06:30:46+00:00
FKUSR01490,12.9843634,77.5539711,Rajajinagar,2024-04-02 06:25:46+00:00
FKUSR00762,13.041924,77.5145391,Peenya,2024-04-02 06:24:46+00:00
FKUSR00272,12.9796048,77.6949024,Mahadevapura,2024-04-02 06:22:46+00:00
FKUSR01482,12.9394168,77.5839513,Wilson Garden,2024-04-02 06:11:46+00:00
FKUSR01166,13.059701,77.5767484,Kodigehalli,2024-04-02 06:01:46+00:00
FKUSR01839,12.93737733725582,77.57295683026314,Basavanagudi,2024-04-02 06:01:46+00:00
FKUSR01669,12.92189,77.6450934,HSR Layout,2024-04-02 05:59:46+00:00
FKUSR00499,12.9711247,77.5977824,Cubbon Park,2024-04-02 05:59:46+00:00
FKUSR00797,12.9996148,77.6252361,Pulikeshinagar(F.Town),2024-04-02 05:59:46+00:00
FKUSR00451,12.9646001,77.5547518,Magadi Road,2024-04-02 05:58:46+00:00
FKUSR01385,12.9782115,77.628591,Jeevanbheemanagar,2024-04-02 05:56:46+00:00
FKUSR01041,12.9371619,77.6271855,Adugodi,2024-04-02 05:43:46+00:00
FKUSR00292,13.0814715,77.5481671,Yelahanka,2024-04-02 05:42:46+00:00
FKUSR01328,13.0460737,77.5222657,Jalahalli,2024-04-02 05:39:46+00:00
FKUSR02082,13.0179442,77.5920453,R.T. Nagar,2024-04-02 05:38:46+00:00
FKUSR00076,12.9678783,77.5886141,Halasuru Gate,2024-04-02 05:27:46+00:00
FKUSR01943,12.8404386,77.6770719,Electronic City,2024-04-02 05:25:46+00:00
FKUSR01829,12.840581,77.6769694,Electronic City,2024-04-02 05:25:46+00:00
FKUSR02187,12.8890206,77.6400767,Electronic City,2024-04-02 05:14:46+00:00
FKUSR00243,12.9799935,77.5542621,Magadi Road,2024-04-02 05:08:46+00:00
FKUSR01842,12.9233613,77.6515796,HSR Layout,2024-04-02 05:04:46+00:00
FKUSR01398,13.0147895,77.5926757,R.T. Nagar,2024-04-02 04:56:46+00:00
FKUSR01822,12.8918374,77.5721477,Thalagattapura,2024-04-02 04:05:46+00:00
FKUSR00893,12.9452581,77.5712171,Basavanagudi,2024-04-02 04:00:46+00:00
FKUSR00988,12.9899937,77.5744215,Sheshadripuram,2024-04-02 03:56:46+00:00
FKUSR01362,12.9927436,77.6096711,Pulikeshinagar(F.Town),2024-04-02 03:54:46+00:00
FKUSR01824,13.0152425,77.5545978,Malleshwaram,2024-04-02 03:45:46+00:00
FKUSR01741,12.9777642,77.5910282,Cubbon Park,2024-04-02 03:32:46+00:00
FKUSR01705,12.9381658,77.579964,Basavanagudi,2024-04-02 03:00:46+00:00
FKUSR01529,13.0291068,77.5710874,Kodigehalli,2024-04-02 02:28:46+00:00
FKUSR00521,12.9252028,77.6342997,Adugodi,2024-04-02 02:26:46+00:00
FKUSR00046,12.9570983,77.700978,HAL Old Airport,2024-04-02 01:54:46+00:00
FKUSR00362,12.9756648,77.5783712,Upparpet,2024-04-02 01:44:46+00:00
FKUSR01725,12.9774518,77.5458435,Magadi Road,2024-04-02 01:33:46+00:00
FKUSR01804,12.9773274,77.5461317,Magadi Road,2024-04-02 01:32:46+00:00
FKUSR00017,12.9929956,77.5986548,Pulikeshinagar(F.Town),2024-04-02 01:32:46+00:00
FKUSR01768,13.2302231,77.6933171,Devanahalli Airport,2024-04-02 01:31:46+00:00
FKUSR00618,12.9809879,77.5486692,Magadi Road,2024-04-02 01:23:46+00:00
FKUSR00512,12.9766114,77.5884107,Cubbon Park,2024-04-02 01:17:46+00:00
FKUSR01487,12.9272174,77.6214597,Adugodi,2024-04-02 01:10:46+00:00
FKUSR01533,12.9582309,77.5864227,Wilson Garden,2024-04-02 00:59:46+00:00
FKUSR00623,13.0363206,77.5893371,Kodigehalli,2024-04-02 00:20:46+00:00
FKUSR00222,12.8436122,77.6441082,Electronic City,2024-04-02 00:00:46+00:00
FKUSR00313,12.9732094,77.5786262,Upparpet,2024-04-02 00:00:46+00:00
FKUSR00691,12.9586657,77.6495025,Jeevanbheemanagar,2024-04-01 23:54:46+00:00
FKUSR01798,12.9798654,77.5388335,Magadi Road,2024-04-01 23:52:46+00:00
FKUSR00423,13.1221937,77.6305402,Chikkajala,2024-04-01 23:51:46+00:00
FKUSR01473,13.0140744,77.639983,Banaswadi,2024-04-01 23:46:46+00:00
FKUSR01854,12.8583006,77.5893862,Hulimavu,2024-04-01 23:39:46+00:00
FKUSR00773,12.9295346,77.6845358,HAL Old Airport,2024-04-01 23:31:46+00:00
FKUSR01748,12.9718094,77.5977956,Cubbon Park,2024-04-01 23:15:46+00:00
FKUSR01770,12.9480929,77.5725882,Basavanagudi,2024-04-01 23:07:46+00:00
FKUSR00486,12.9943595,77.6131306,Pulikeshinagar(F.Town),2024-04-01 23:02:46+00:00
FKUSR01790,12.9894215,77.57339,Sheshadripuram,2024-04-01 23:00:46+00:00
FKUSR01799,13.0547473,77.5076296,Chikkabanavara,2024-04-01 22:59:46+00:00
FKUSR01847,13.0594023,77.506895,Chikkabanavara,2024-04-01 22:49:46+00:00
FKUSR01207,12.9673859,77.6558455,Jeevanbheemanagar,2024-04-01 22:48:46+00:00
FKUSR01672,12.9423947,77.567443,Basavanagudi,2024-04-01 22:44:46+00:00
FKUSR00845,12.9996445,77.6251344,Pulikeshinagar(F.Town),2024-04-01 22:41:46+00:00
FKUSR01722,12.9631801,77.5894228,Halasuru Gate,2024-04-01 22:40:46+00:00
FKUSR01772,12.9394084,77.5804277,Wilson Garden,2024-04-01 22:29:46+00:00
FKUSR01795,13.0272203,77.5858617,R.T. Nagar,2024-04-01 22:24:46+00:00
FKUSR01757,12.9263335,77.6767366,Bellandur,2024-04-01 22:20:46+00:00
FKUSR01284,12.9268618,77.6789794,Bellandur,2024-04-01 22:16:46+00:00
FKUSR00730,12.9516117,77.6073017,Ashok Nagar,2024-04-01 22:14:46+00:00
FKUSR00927,13.0415323,77.514395,Peenya,2024-04-01 22:11:46+00:00
FKUSR01747,12.9384152,77.5979742,Wilson Garden,2024-04-01 22:04:46+00:00
FKUSR00878,13.027343,77.5431508,Yeshwanthpura,2024-04-01 21:42:46+00:00
FKUSR00251,12.938042,77.7467671,Whitefield,2024-04-01 21:42:46+00:00
FKUSR01778,12.9790897,77.5403927,Vijayanagara,2024-04-01 21:41:46+00:00
FKUSR01085,13.0295242,77.5123178,Peenya,2024-04-01 21:36:46+00:00
FKUSR00235,12.9774495,77.5802358,Upparpet,2024-04-01 21:33:46+00:00
